shs_ratio snr
0.02388827636898199 -5
0.023153252480705624 -5
0.022418228592429253 -5
0.019110621095185593 -5
0.021683204704152886 -5
0.026460859977949284 -5
0.0213156927600147 -5
0.023153252480705624 -5
0.024255788313120176 -5
0.02278574053656744 -5
0.013597941933112825 -10
0.013597941933112825 -10
0.013230429988974642 -10
0.00808526277104006 -10
0.011025358324145534 -10
0.01617052554208012 -10
0.01065784638000735 -10
0.012127894156560088 -10
0.009555310547592797 -10
0.011760382212421904 -10
0.01065784638000735 -15
0.008820286659316428 -15
0.010290334435869165 -15
0.01139287026828372 -15
0.012862918044836457 -15
0.009187798603454611 -15
0.013230429988974642 -15
0.011025358324145534 -15
0.013597941933112825 -15
0.009922822491730982 -15
0.011760382212421904 -20
0.009187798603454611 -20
0.01065784638000735 -20
0.009922822491730982 -20
0.011025358324145534 -20
0.010290334435869165 -20
0.007717750826901874 -20
0.01139287026828372 -20
0.010290334435869165 -20
0.010290334435869165 -20
0.012127894156560088 -25
0.009922822491730982 -25
0.009922822491730982 -25
0.01065784638000735 -25
0.010290334435869165 -25
0.01139287026828372 -25
0.008452774715178243 -25
0.01065784638000735 -25
0.01065784638000735 -25
0.008820286659316428 -25
0.009922822491730982 -30
0.010290334435869165 -30
0.01139287026828372 -30
0.010290334435869165 -30
0.009922822491730982 -30
0.010290334435869165 -30
0.010290334435869165 -30
0.010290334435869165 -30
0.010290334435869165 -30
0.009922822491730982 -30
