fovar_ratio snr
0.12955465587044535 -5
0.12624217887375783 -5
0.12624217887375783 -5
0.14869341185130658 -5
0.13507545086492456 -5
0.1369157158630843 -5
0.14390872285609127 -5
0.14354066985645933 -5
0.1431726168568274 -5
0.13765182186234817 -5
0.11961722488038277 -10
0.104158998895841 -10
0.11004784688995216 -10
0.10894368789105631 -10
0.10673536989326463 -10
0.1159366948840633 -10
0.11409642988590357 -10
0.11004784688995216 -10
0.1258741258741259 -10
0.1214574898785425 -10
0.10305483989694517 -15
0.11188811188811189 -15
0.10231873389768127 -15
0.1048951048951049 -15
0.09937430990062569 -15
0.1104158998895841 -15
0.10526315789473684 -15
0.0986382039013618 -15
0.10084652189915348 -15
0.10011041589988959 -15
0.09532572690467428 -20
0.10084652189915348 -20
0.10047846889952153 -20
0.10084652189915348 -20
0.09642988590357011 -20
0.10084652189915348 -20
0.11372837688627162 -20
0.11336032388663968 -20
0.0979020979020979 -20
0.10231873389768127 -20
0.10268678689731321 -25
0.09937430990062569 -25
0.10121457489878542 -25
0.10931174089068826 -25
0.09716599190283401 -25
0.10084652189915348 -25
0.10857563489142437 -25
0.10599926389400073 -25
0.10121457489878542 -25
0.10011041589988959 -25
0.1034228928965771 -30
0.09716599190283401 -30
0.10231873389768127 -30
0.09716599190283401 -30
0.10820758189179241 -30
0.10011041589988959 -30
0.0923813029076187 -30
0.1048951048951049 -30
0.104158998895841 -30
0.10084652189915348 -30
